profile,actor,DPS,increase,
Composite,on_cd_hv,5311,1.47%,
Composite,Base,5234,0.00%,
Composite,on_cd_am,5227,-0.15%,
Composite,vf_sync_am,5162,-1.39%,
Composite,vf_sync_hv,5161,-1.40%,
Composite,Base_am,5136,-1.88%,
